,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,max_power_unit,mileage_unit
3877,Nissan Micra XV CVT,2017,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,104Nm@ 4400rpm,5.0,CC,bhp,kmpl
3878,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,140Nm@ 1800-3000rpm,5.0,CC,bhp,kmpl
3879,Maruti Swift Dzire VXI,2013,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3880,Maruti Zen Estilo LXI BS IV,2013,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3881,Hyundai Santro Xing GLS,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5.0,CC,bhp,kmpl
3882,Hyundai Santro Xing XS,2007,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,"9.8@ 3,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3883,Hyundai i20 Asta 1.4 CRDi,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3884,Hyundai EON Era,2012,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3885,Hyundai EON Sportz,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3886,Ford EcoSport S Diesel BSIV,2019,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
3887,Tata Zest Quadrajet 1.3 75PS XE,2017,540000,70000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3888,Toyota Innova 2.5 V Diesel 7-seater,2011,800000,197000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,bhp,kmpl
3889,Maruti Wagon R LXI BSIII,2006,150000,100000,Petrol,Individual,Manual,Second Owner,14.0,1061.0,64.0,"8.6@ 3,500(kgm@ rpm)",5.0,CC,bhp,kmpl
3890,Maruti 800 Std,1995,55000,70000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,CC,bhp,kmpl
3891,Mahindra XUV500 W10 2WD,2015,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3893,Maruti Alto LXi BSIII,2009,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
3894,Tata Tiago 1.2 Revotron XZ,2017,340000,40300,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
3895,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,525000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
3896,Maruti Celerio VXI,2016,411000,25000,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3897,Maruti Wagon R LXI Minor,2010,150000,155000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3898,Honda Jazz 1.2 V AT i VTEC,2015,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.7,110Nm@ 4800rpm,5.0,CC,bhp,kmpl
3899,Hyundai i20 Asta Option 1.2,2017,595000,30030,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3900,Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3901,Maruti Ritz VDi,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,CC,bhp,kmpl
3902,Ford Figo Diesel EXI,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
3903,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,415000,82082,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3904,Mahindra XUV500 W8 2WD,2016,925000,48000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3905,Maruti Ertiga BSIV ZXI Plus,2016,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,130Nm@ 4000rpm,7.0,CC,bhp,kmpl
3906,Hyundai Verna CRDi 1.6 AT SX Option,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,259.87nm@ 1500-3000rpm,5.0,CC,bhp,kmpl
3907,Datsun GO Plus T BSIV,2015,260000,35000,Petrol,Individual,Manual,Third Owner,19.44,1198.0,67.0,104Nm@ 4000rpm,7.0,CC,bhp,kmpl
3908,Maruti Alto 800 CNG LXI,2017,260000,67000,CNG,Individual,Manual,First Owner,33.44,796.0,40.3,60Nm@ 3500rpm,4.0,CC,bhp,km/kg
3909,Maruti Swift Dzire Vdi BSIV,2011,347000,80600,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3910,Hyundai EON Magna Optional,2013,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3911,Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172.0,67.0,96Nm@ 2500rpm,5.0,CC,bhp,kmpl
3912,Maruti Wagon R LXI CNG,2016,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5.0,CC,bhp,km/kg
3913,Hyundai i20 Magna 1.2,2016,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3914,Toyota Innova 2.5 GX 8 STR BSIV,2012,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
3915,Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,9.0,CC,bhp,kmpl
3916,Maruti Swift Dzire ZDi,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3917,Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3918,Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0,CC,bhp,kmpl
3920,Maruti Zen LX,2003,58000,170000,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5.0,CC,bhp,kmpl
3921,Mahindra Verito 1.5 D2 BSIV,2011,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461.0,64.1,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
3923,Tata Indica Vista Quadrajet LS,2014,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248.0,74.0,190Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3924,Honda Amaze E i-DTEC,2017,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3925,Maruti Alto LXi,2008,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
3926,Maruti Wagon R VXI Optional,2016,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3927,Maruti A-Star Lxi,2010,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998.0,66.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3928,Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,"14.9@ 3,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3932,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150Nm@ 4500rpm,5.0,CC,bhp,kmpl
3933,Volkswagen Polo Petrol Highline 1.2L,2011,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198.0,73.9,110Nm@ 3750rpm,5.0,CC,bhp,kmpl
3934,Hyundai EON Magna Plus,2016,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3935,Maruti Wagon R VXI Optional,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3936,Maruti Vitara Brezza LDi Option,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3937,Maruti Swift Dzire LDI,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3938,Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350Nm@ 1750-2500rpm,5.0,CC,bhp,kmpl
3939,Tata Nexon 1.2 Revotron XZ Plus,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5.0,CC,bhp,kmpl
3940,Chevrolet Spark 1.0 LT,2016,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,90.3Nm@ 4200rpm,5.0,CC,bhp,kmpl
3941,Chevrolet Beat Diesel LT Option,2016,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,142.5Nm@ 1750rpm,5.0,CC,bhp,kmpl
3942,Tata Nano Cx BSIII,2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624.0,38.0,51Nm@ 4000+/-500rpm,4.0,CC,bhp,kmpl
3943,Maruti Swift Dzire VXI,2014,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3944,Tata Manza Aqua Quadrajet BS IV,2012,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3945,Hyundai EON D Lite,2012,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3946,Nissan Micra Diesel XL Optional,2013,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
3947,Hyundai EON Era Plus,2012,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3948,Maruti Swift VXI Optional,2015,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5.0,CC,bhp,kmpl
3949,Maruti Swift VDI Optional,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3950,Maruti Ertiga VDI,2012,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,CC,bhp,kmpl
3951,Maruti Zen Estilo VXI BSIV,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3952,Renault Pulse RxL,2013,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
3953,Mahindra Thar CRDe,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,247Nm@ 1800-2000rpm,6.0,CC,bhp,kmpl
3954,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
3955,Mahindra Scorpio EX,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,8.0,CC,bhp,kmpl
3956,Maruti Wagon R LXI CNG,2017,350000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5.0,CC,bhp,km/kg
3957,Hyundai Verna 1.6 SX CRDi (O),2011,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
3958,Maruti Wagon R VXI BS IV,2014,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3959,Hyundai Grand i10 CRDi Sportz,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3960,Mahindra NuvoSport N8,2016,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3961,Maruti Wagon R LXI Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3962,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
3963,Maruti Swift Dzire VDI,2013,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3984,Hyundai i20 Sportz 1.4 CRDi,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3985,Mahindra XUV500 W8 4WD,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3986,Fiat Grande Punto EVO 1.3 Dynamic,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248.0,75.0,197Nm@ 1750rpm,5.0,CC,bhp,kmpl
3987,Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494.0,142.0,343Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3988,Tata Safari DICOR 2.2 EX 4x2,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
3989,Fiat Avventura Power Up 1.3 Emotion,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209Nm@ 2000rpm,5.0,CC,bhp,kmpl
3990,Maruti Wagon R LXI BSIII,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3991,Mahindra Scorpio SLE BS IV,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,CC,bhp,kmpl
3992,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498.0,98.59,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
3993,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5.0,CC,bhp,kmpl
3994,Maruti Wagon R LXI Minor,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,CC,bhp,kmpl
3995,Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3996,Fiat Avventura Power Up 1.3 Emotion,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209Nm@ 2000rpm,5.0,CC,bhp,kmpl
3997,Honda City V MT,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497.0,116.3,146Nm@ 4800rpm,5.0,CC,bhp,kmpl
3998,Mahindra TUV 300 mHAWK100 T8,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3999,Fiat Grande Punto Active (Diesel),2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,75.0,197Nm@ 1750rpm,5.0,CC,bhp,kmpl
4000,Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,CC,bhp,kmpl
4001,Fiat Avventura MULTIJET Emotion,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248.0,91.72,209Nm@ 2000rpm,5.0,CC,bhp,kmpl
4002,Maruti Swift Dzire AMT VXI,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,CC,bhp,kmpl
4003,Hyundai i20 Active 1.2 S,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,114.73Nm@ 4000rpm,5.0,CC,bhp,kmpl
4004,Maruti Alto 800 CNG LXI,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,km/kg
4005,Maruti Alto 800 LXI,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,CC,bhp,kmpl
4006,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
4007,Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,114.73nm@ 4000rpm,5.0,CC,bhp,kmpl
4008,Hyundai EON Era Plus,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
4009,Tata Zest Revotron 1.2T XMS,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,CC,bhp,kmpl
4010,Mahindra Scorpio LX,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9.0,CC,bhp,kmpl
4011,Ashok Leyland Stile LE,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461.0,75.0,185Nm@ 1750-2750rpm,8.0,CC,bhp,kmpl
4012,Mahindra XUV300 W8 Option BSIV,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197.0,110.0,200Nm@ 2000-3500rpm,5.0,CC,bhp,kmpl
4013,Maruti Wagon R VXI,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
4014,Honda Amaze VX i-DTEC,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
4015,Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
4016,Volkswagen Vento 1.6 Highline,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598.0,103.2,153Nm@ 3800rpm,5.0,CC,bhp,kmpl
4017,Maruti Gypsy King Soft Top MPI BSIV,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,103Nm@ 4500rpm,8.0,CC,bhp,kmpl
4018,Maruti Alto LXi,2009,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
4019,Audi Q7 3.0 TDI Quattro,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967.0,241.4,550Nm@ 1750-2750rpm,7.0,CC,bhp,kmpl
4020,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,CC,bhp,kmpl
4021,Hyundai i20 Sportz Option 1.4 CRDi,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
4022,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,88.76,219.6Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
4023,Chevrolet Beat Diesel LS,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5.0,CC,bhp,kmpl
4024,Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
4025,Hyundai Creta 1.6 CRDi SX Plus,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
4026,Hyundai i20 1.4 CRDi Sportz,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,CC,bhp,kmpl
4027,Chevrolet Spark 1.0 LT,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,CC,bhp,kmpl
4028,Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,134Nm@ 4000rpm,5.0,CC,bhp,kmpl
4029,Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
4030,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,245Nm@ 4000rpm,7.0,CC,bhp,kmpl
4031,Hyundai i20 Sportz 1.2,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
4032,Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
4033,Daewoo Matiz SD,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,71Nm@ 3500rpm,5.0,CC,bhp,kmpl
4034,Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
4035,Maruti Swift VDI Optional,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
4036,Hyundai Creta 1.6 CRDi SX,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
4037,Maruti Ertiga SHVS ZDI,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,CC,bhp,kmpl
4038,Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0,CC,bhp,kmpl
4039,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,CC,bhp,kmpl
4040,Tata Indigo CS LS (TDI) BS III,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5.0,CC,bhp,kmpl
4041,Tata Tiago 1.2 Revotron XZ,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
4043,Tata Indica V2 Turbomax DLS BS IV,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71.0,135 Nm at 2500 rpm,5.0,CC,bhp,kmpl
4044,Hyundai i20 1.4 CRDi Magna,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,CC,bhp,kmpl
4045,Hyundai EON LPG Era Plus,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,km/kg
4046,Mahindra Ssangyong Rexton RX7,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,402Nm@ 1600-3000rpm,7.0,CC,bhp,kmpl
4047,Tata Indica V2 DLS,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,"8.5@ 2,500(kgm@ rpm)",5.0,CC,bhp,kmpl
4048,Tata Tiago 1.2 Revotron XT,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
4049,Tata Tiago 1.2 Revotron XT,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,114Nm@ 3500rpm,5.0,CC,bhp,kmpl
4050,Maruti Wagon R VXI BS IV,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
4052,Renault Fluence Diesel E4,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,240Nm@ 2000rpm,5.0,CC,bhp,kmpl
4053,Renault Duster 110PS Diesel RxL,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,CC,bhp,kmpl
4054,Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248.0,75.0,190Nm@ 1750rpm,5.0,CC,bhp,kmpl
4055,Mahindra Scorpio VLS AT 2.2 mHAWK,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,CC,bhp,kmpl
